Date	Site	Coordinates	Sheet	First Turbidities	First Turbidities Units	Second Turbidities	Second Turbidities Units	Air Temps (C)	Water Temps (C)	pHs	DOs (ppm)	Right Flows	Center Flows	Left Flows	Flow Units	Phosphate	Nitr	Conductivities (uS/cm)	Rain	Benthic Macros	Data Recorder(s)	Notes	
Sat Mar 06 00:00:00 PST 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 03 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[6.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	0.0	0.0	{63=[null]}	heavy	greenish, foamy			
Sat Apr 03 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 03 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat May 01 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[10.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[9.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	0.0	0.0	{63=[null]}	light	clear			
Sat May 01 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat May 01 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.25], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Jun 05 00:00:00 PDT 2010	null	null	null	{4=[60.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.16236223589609877], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[13.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[11.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.2], 31=[null]}	{36=[12.0]}	{42=[1094.0]}	{48=[null]}	{54=[null]}	rpm	0.0	0.0	{63=[null]}	heavy	clear			
Sat Jun 05 00:00:00 PDT 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.3], 31=[null]}	{36=[12.0]}	{42=[1078.0]}	{48=[null]}	{54=[null]}	rpm	null	null	{63=[null]}					
Sat Jun 05 00:00:00 PDT 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[13.0]}	{42=[1014.0]}	{48=[null]}	{54=[null]}	rpm	null	null	{63=[null]}					
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[6.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.7455641608323947], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[9.5], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[9.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[0.57]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}	light	clear, orange			
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[6.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.7455641608323947], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[0.58]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[6.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.7455641608323947], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[9.0]}	{42=[0.55]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.55]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.63]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Nov 13 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.61]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[5.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.84120725237989], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[12.0]}	{42=[0.819]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}	heavy	clear			
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[5.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.84120725237989], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[12.0]}	{42=[0.81]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[5.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.84120725237989], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.4], 31=[null]}	{36=[11.0]}	{42=[0.764]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.771]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.753]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Dec 11 00:00:00 PST 2010	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.821]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Jan 08 00:00:00 PST 2011	null	null	null	{4=[50.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.18319052540820363], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[6.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.4], 31=[null]}	{36=[13.0]}	{42=[1022.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	heavy	dark brown			
Sat Jan 08 00:00:00 PST 2011	null	null	null	{4=[40.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.21235252865958415], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[6.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[8.0], 31=[null]}	{36=[13.0]}	{42=[1305.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Jan 08 00:00:00 PST 2011	null	null	null	{4=[35.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.23197869755942324], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[6.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[8.0], 31=[null]}	{36=[12.0]}	{42=[1267.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Feb 12 00:00:00 PST 2011	null	null	null	{4=[3.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.1796872361230708], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[8.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[0.367]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Feb 12 00:00:00 PST 2011	null	null	null	{4=[3.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.1796872361230708], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[8.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.3], 31=[null]}	{36=[12.0]}	{42=[0.464]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Feb 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.25], 31=[null]}	{36=[13.0]}	{42=[0.455]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Feb 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.456]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Feb 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[0.447]}	{48=[null]}	{54=[null]}	m/s	null	null	{63=[null]}					
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[5.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.84120725237989], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[7.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.25], 31=[null]}	{36=[13.0]}	{42=[1300.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	heavy	clear			
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[5.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.84120725237989], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[8.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[874.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[6.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.7455641608323947], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[7.5], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[7.5], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.3], 31=[null]}	{36=[12.0]}	{42=[1011.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[972.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[1313.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Mar 12 00:00:00 PST 2011	null	null	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[1466.0]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Oct 19 00:00:00 PDT 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[11.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[60.0]}	{48=[25.0]}	{54=[45.0]}	cm/s	null	null	{63=[null]}					
Sat Oct 19 00:00:00 PDT 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[20.0]}	{48=[35.0]}	{54=[30.0]}	cm/s	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[8.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[8.7], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[105.0]}	{48=[60.0]}	{54=[27.0]}	cm/s	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[12.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[10.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[70.0]}	{48=[80.0]}	{54=[65.0]}	cm/s	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[372.0]}	{48=[2045.0]}	{54=[1623.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[7.5], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[9.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[6.8], 31=[null]}	{36=[13.0]}	{42=[1194.0]}	{48=[1744.0]}	{54=[976.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[15.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[1122.0]}	{48=[1338.0]}	{54=[1265.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[13.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[10.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[6.5], 31=[null]}	{36=[13.0]}	{42=[1343.0]}	{48=[1184.0]}	{54=[448.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[15.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[372.0]}	{48=[2045.0]}	{54=[1623.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[1122.0]}	{48=[1338.0]}	{54=[1265.0]}	null	null	null	{63=[null]}					
Sat Nov 16 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[8.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[9.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[12.0]}	{42=[70.0]}	{48=[140.0]}	{54=[80.0]}	cm/s	null	null	{63=[null]}					
