Date	Site	Coordinates	Sheet	First Turbidities	First Turbidities Units	Second Turbidities	Second Turbidities Units	Air Temps (C)	Water Temps (C)	pHs	DOs (ppm)	Right Flows	Center Flows	Left Flows	Flow Units	Phosphate	Nitr	Conductivities (uS/cm)	Rain	Benthic Macros	Data Recorder(s)	Notes	
Sat Nov 16 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[15.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[30.0]}	{48=[65.0]}	{54=[55.0]}	cm/s	null	null	{63=[null]}					
Sat Dec 14 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[5.7], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[5.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Dec 14 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[1647.0]}	{48=[1254.0]}	{54=[1104.0]}	null	null	null	{63=[null]}					
Sat Dec 14 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.9], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[5.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.2], 31=[null]}	{36=[14.0]}	{42=[1154.0]}	{48=[754.0]}	{54=[852.0]}	null	null	null	{63=[null]}		Mayfly nymphs (15), Midgefly larvae (1)			
Sat Dec 14 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}		Mayfly nymphs (52), Aquatic worm (1), Stonefly nymph (2)			
Sat Dec 14 00:00:00 PST 2013	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[5.8], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[4.9], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[13.0]}	{42=[862.5]}	{48=[688.0]}	{54=[1906.0]}	null	null	null	{63=[null]}		Stonefly nymphs (20), Aquatic worm (1)			
Sat Dec 14 00:00:00 PST 2013	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[1207.0]}	{48=[1215.0]}	{54=[1456.0]}	null	null	null	{63=[null]}					
Sat Feb 08 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.47], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[1.9], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[8.68], 31=[null]}	{36=[null]}	{42=[0.478]}	{48=[null]}	{54=[0.47]}	m/s	null	null	{63=[null]}					
Sat Feb 08 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[3.1], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[2.2], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.33], 31=[null]}	{36=[12.9]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Feb 08 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[2.1], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[6.45], 31=[null]}	{36=[11.6]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Feb 08 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.77], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[1.9], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[8.04], 31=[null]}	{36=[11.5]}	{42=[0.688]}	{48=[0.44]}	{54=[0.218]}	m/s	null	null	{63=[null]}					
Sat Feb 08 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.77], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[1.9], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[8.04], 31=[null]}	{36=[11.5]}	{42=[0.688]}	{48=[0.44]}	{54=[0.218]}	m/s	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[55.0]}	{48=[30.0]}	{54=[77.0]}	cm/s	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[60.0]}	{48=[30.0]}	{54=[68.0]}	cm/s	null	null	{63=[null]}					
Sat Apr 19 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[70.0]}	{48=[150.0]}	{54=[105.0]}	cm/s	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[27.0]}	{48=[20.0]}	{54=[5.0]}	cm/s	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[25.0]}	{48=[39.0]}	{54=[30.0]}	cm/s	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[14.9], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[12.5], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Sat May 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}					
Fri Oct 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.2], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[14.2], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[24.0]}	{48=[110.0]}	{54=[136.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[86.0]}	{48=[132.0]}	{54=[110.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[16.4], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[14.2], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[9.0]}	{42=[75.0]}	{48=[40.0]}	{54=[0.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[null]}	{42=[63.0]}	{48=[65.0]}	{54=[55.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.8], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[14.3], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[153.0]}	{48=[114.0]}	{54=[40.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[91.0]}	{48=[143.0]}	{54=[94.0]}	cm/s	null	null	{63=[null]}	heavy				
Fri Oct 17 00:00:00 PDT 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[37.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[0.22359990247476436], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[15.5], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[14.4], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[40.0]}	{48=[52.0]}	{54=[70.0]}	cm/s	null	null	{63=[null]}	heavy			rain started to pick up during data collection, making the water murkier over time	
Fri Oct 17 00:00:00 PDT 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[16.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[14.3], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.0], 31=[null]}	{36=[10.0]}	{42=[45.0]}	{48=[50.0]}	{54=[35.0]}	cm/s	null	null	{63=[null]}	heavy				
Sat Nov 15 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[2.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[0.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none			Salmon were released into the stream so no stream flow data was collected	
Sat Nov 15 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[3.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.2], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none				
Sat Nov 15 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[2.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.7], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none				
Sat Nov 15 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[0.9], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.3], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[14.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none				
Sat Nov 15 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.6], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.3], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[10.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none			One dead salmon found, Sunny, frosty, gusts of wind, smells of decomposing vegitation, fish, rotton eggs	
Sat Nov 15 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[4.0], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[5.0], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[11.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none				
Sat Nov 15 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.3], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.4], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[15.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none				
Sat Nov 15 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	null	{4=[10.0], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[null], 13=[null], 14=[null], 15=[null]}	m	{18=[1.6], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[3.3], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[7.5], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	none			dead salmon at site 2	
Sat Dec 13 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	1	{4=[10.0], 5=[10.0], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[10.0], 19=[9.0], 20=[10.0], 21=[null], 22=[null], 23=[null]}	{24=[8.0], 25=[8.0], 26=[8.0], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Gillian, Andes, Sans		
Sat Dec 13 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	1	{4=[10.0], 5=[10.0], 6=[10.0], 7=[null], 8=[null], 9=[null]}	NTU	{16=[null], 11=[1.2], 12=[1.2], 13=[1.2], 14=[null], 15=[null]}	m	{18=[12.0], 19=[12.0], 20=[12.0], 21=[null], 22=[null], 23=[null]}	{24=[8.0], 25=[8.0], 26=[8.0], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}			Gillian, Andes, Sans		
Sat Dec 13 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	2	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[13.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	heavy		Jenna, Manjot, Laetitia	really windy past three days, and trees have fallen	
Sat Dec 13 00:00:00 PST 2014	2	47°33'4.16"N 122°9'51.67"W	2	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[12.0]}	{42=[null]}	{48=[null]}	{54=[null]}	null	null	null	{63=[null]}	heavy		Jenna, Manjot, Laetitia	water was foamy; fallen trees	
Sat Dec 13 00:00:00 PST 2014	1	47°33'7.16"N 122°9'54.26"W	3	{4=[null], 5=[null], 6=[null], 7=[null], 8=[null], 9=[null]}	null	{16=[null], 11=[null], 12=[null], 13=[null], 14=[null], 15=[null]}	null	{18=[null], 19=[null], 20=[null], 21=[null], 22=[null], 23=[null]}	{24=[null], 25=[null], 26=[null], 27=[null], 28=[null], 29=[null]}	{32=[null], 33=[null], 34=[null], 35=[null], 30=[null], 31=[null]}	{36=[null]}	{42=[80.4]}	{48=[94.7]}	{54=[51.0]}	cm/s	null	null	{63=[null]}	moderate		Joseph, Keian, Sooyoung	foamy	
